,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
7220,7348,5392,2,2012.0,9,275,0.0,0.0,0.21,0.0
7221,7349,9623,16,2004.0,7,524,0.1,0.08,0.0,0.03
7222,7350,6351,28,2007.0,10,138,0.2,0.0,0.0,0.02
7223,7351,5932,16,2006.0,3,224,0.0,0.0,0.21,0.0
7224,7352,7881,6,2002.0,8,485,0.15,0.06,0.0,0.0
7225,7354,5307,29,2003.0,2,199,0.16,0.05,0.0,0.01
7226,7355,3465,17,2010.0,0,347,0.0,0.0,0.21,0.0
7227,7356,1565,16,2002.0,11,524,0.1,0.08,0.0,0.03
7228,7357,10206,4,2005.0,10,21,0.19,0.01,0.0,0.02
7229,7358,11305,17,2011.0,4,487,0.11,0.07,0.0,0.03
7230,7359,9620,28,2009.0,10,493,0.19,0.01,0.0,0.02
7231,7360,902,29,2002.0,8,527,0.16,0.05,0.0,0.01
7232,7361,3869,28,2009.0,1,126,0.14,0.06,0.0,0.02
7233,7362,72,28,2009.0,8,487,0.12,0.07,0.0,0.02
7234,7363,1006,26,2008.0,0,487,0.19,0.0,0.0,0.02
7235,7364,6420,29,2005.0,10,493,0.16,0.05,0.0,0.01
7236,7365,9540,29,2004.0,0,21,0.16,0.05,0.0,0.01
7237,7366,10973,16,2005.0,3,493,0.1,0.08,0.0,0.03
7238,7367,7398,28,2010.0,0,120,0.07,0.12,0.0,0.02
7239,7368,6601,16,2004.0,8,275,0.1,0.08,0.0,0.03
7240,7369,5314,19,2005.0,10,138,0.2,0.0,0.0,0.02
7241,7370,3353,17,2014.0,6,91,0.05,0.11,0.01,0.04
7242,7373,7705,0,1981.0,10,53,0.2,0.01,0.0,0.0
7243,7374,6755,26,2011.0,3,528,0.0,0.18,0.0,0.04
7244,7375,11175,4,2011.0,11,275,0.1,0.03,0.07,0.01
7245,7376,5744,28,2015.0,0,275,0.12,0.08,0.0,0.02
7246,7377,3933,28,2010.0,3,138,0.17,0.03,0.0,0.01
7247,7378,3342,17,2009.0,0,138,0.11,0.07,0.0,0.03
7248,7379,7678,28,2007.0,3,524,0.18,0.01,0.0,0.02
7249,7380,10591,16,2004.0,0,85,0.1,0.08,0.0,0.03
7250,7381,7537,16,2001.0,8,138,0.1,0.08,0.0,0.03
7251,7382,6941,16,2005.0,4,347,0.1,0.08,0.0,0.03
7252,7383,6525,7,2003.0,2,511,0.0,0.0,0.21,0.01
7253,7385,6451,15,1996.0,1,399,0.0,0.0,0.2,0.01
7254,7386,10307,18,2014.0,0,21,0.07,0.1,0.01,0.04
7255,7387,2373,23,1995.0,2,347,0.0,0.0,0.21,0.0
7256,7388,4013,26,2009.0,1,176,0.12,0.07,0.0,0.02
7257,7389,8310,2,2014.0,0,299,0.09,0.03,0.08,0.01
7258,7390,5533,19,2009.0,2,487,0.17,0.02,0.0,0.02
7259,7391,9646,4,2008.0,0,126,0.19,0.01,0.0,0.02
7260,7392,1339,17,2011.0,10,499,0.06,0.05,0.08,0.02
7261,7393,3791,15,2000.0,2,17,0.12,0.08,0.0,0.01
7262,7394,11130,26,2009.0,10,257,0.15,0.05,0.0,0.02
7263,7395,1887,29,2005.0,8,524,0.16,0.05,0.0,0.01
7264,7396,1180,26,2011.0,10,21,0.15,0.05,0.0,0.02
7265,7397,7375,19,2005.0,1,524,0.18,0.01,0.0,0.02
7266,7398,646,28,2009.0,10,553,0.2,0.0,0.0,0.02
7267,7399,3297,16,2005.0,11,464,0.0,0.0,0.21,0.0
7268,7400,5576,16,2003.0,4,85,0.1,0.08,0.0,0.03
7269,7401,9682,7,2003.0,4,487,0.16,0.04,0.0,0.01
7270,7402,6465,26,2010.0,3,347,0.2,0.0,0.0,0.01
7271,7403,10812,4,2009.0,0,565,0.2,0.0,0.0,0.01
7272,7404,4122,19,2010.0,10,455,0.06,0.0,0.13,0.01
7273,7405,9152,16,2002.0,7,487,0.1,0.08,0.0,0.03
7274,7406,9791,15,2002.0,4,485,0.12,0.08,0.0,0.01
7275,7407,8347,16,2001.0,1,275,0.09,0.07,0.03,0.02
7276,7409,1173,29,2003.0,10,23,0.16,0.05,0.0,0.01
7277,7410,2223,27,2013.0,9,126,0.15,0.04,0.0,0.02
7278,7411,1057,19,2007.0,10,6,0.19,0.0,0.0,0.02
7279,7412,10977,19,2005.0,3,21,0.19,0.0,0.0,0.02
7280,7413,1468,10,1997.0,2,246,0.17,0.04,0.0,0.0
7281,7414,5949,10,1999.0,3,214,0.17,0.04,0.0,0.0
7282,7415,10656,10,1998.0,2,487,0.17,0.04,0.0,0.0
7283,7416,1696,10,2000.0,6,325,0.17,0.04,0.0,0.0
7284,7417,3494,10,1999.0,4,101,0.17,0.04,0.0,0.0
7285,7418,10868,10,1999.0,8,540,0.17,0.04,0.0,0.0
7286,7419,3998,2,2012.0,7,359,0.13,0.07,0.0,0.02
7287,7420,10916,28,2012.0,0,21,0.2,0.0,0.0,0.01
7288,7421,650,15,1996.0,7,446,0.0,0.0,0.2,0.01
7289,7422,8035,28,2008.0,6,70,0.06,0.14,0.0,0.01
7290,7423,9766,21,1996.0,2,437,0.0,0.0,0.21,0.0
7291,7424,809,7,2003.0,0,138,0.16,0.04,0.0,0.01
7292,7426,324,15,1997.0,7,374,0.12,0.08,0.0,0.01
7293,7427,10035,15,1999.0,7,465,0.12,0.08,0.0,0.01
7294,7428,7208,15,2000.0,7,455,0.0,0.0,0.2,0.01
7295,7429,2944,6,2004.0,4,275,0.0,0.0,0.2,0.01
7296,7430,10561,28,2007.0,0,323,0.18,0.0,0.01,0.01
7297,7431,10792,28,2009.0,0,186,0.12,0.05,0.02,0.02
7298,7432,2062,16,2002.0,0,137,0.1,0.08,0.0,0.03
7299,7433,10502,29,2004.0,8,53,0.17,0.04,0.0,0.01
7300,7434,8000,16,2001.0,6,138,0.1,0.08,0.0,0.03
7301,7435,8845,16,2008.0,0,21,0.1,0.08,0.0,0.03
7302,7436,2155,17,2013.0,7,362,0.09,0.0,0.1,0.01
7303,7437,654,29,2005.0,0,138,0.16,0.04,0.0,0.01
7304,7438,4641,26,2012.0,3,524,0.15,0.04,0.0,0.02
7305,7439,4378,16,2006.0,10,275,0.0,0.0,0.21,0.0
7306,7440,8510,6,2003.0,4,485,0.15,0.06,0.0,0.0
7307,7441,8702,4,2010.0,7,359,0.08,0.04,0.07,0.01
7308,7442,9448,19,2010.0,7,347,0.0,0.0,0.21,0.0
7309,7443,4387,29,2002.0,0,445,0.13,0.04,0.03,0.01
7310,7444,6439,7,2001.0,10,325,0.16,0.04,0.0,0.01
7311,7445,9794,26,2010.0,0,487,0.12,0.07,0.0,0.02
7312,7446,6338,7,2002.0,10,138,0.16,0.04,0.0,0.01
7313,7447,9033,28,2009.0,10,566,0.18,0.01,0.0,0.01
7314,7448,7928,15,1999.0,6,413,0.12,0.08,0.0,0.01
7315,7449,2652,16,2000.0,10,275,0.1,0.08,0.0,0.03
7316,7450,7471,16,2005.0,0,137,0.1,0.08,0.0,0.03
7317,7451,10211,4,2008.0,10,21,0.19,0.0,0.0,0.02
7318,7452,9257,4,2009.0,11,347,0.0,0.0,0.21,0.0
7319,7453,6032,15,2000.0,2,325,0.12,0.08,0.0,0.01
7320,7454,5046,20,2014.0,0,547,0.03,0.13,0.0,0.05
7321,7455,7676,20,2014.0,4,524,0.03,0.12,0.0,0.05
7322,7456,2390,4,2007.0,7,347,0.19,0.0,0.0,0.02
7323,7457,10704,4,2008.0,6,137,0.19,0.0,0.0,0.01
7324,7458,4182,4,2011.0,5,443,0.19,0.0,0.0,0.01
7325,7459,8419,16,2006.0,7,499,0.0,0.0,0.21,0.0
7326,7460,3675,28,2010.0,8,296,0.19,0.0,0.0,0.01
7327,7461,2794,16,2005.0,0,487,0.1,0.08,0.0,0.03
7328,7462,1936,28,2010.0,8,347,0.11,0.08,0.0,0.02
7329,7463,6350,28,2007.0,10,138,0.19,0.0,0.0,0.02
7330,7464,6414,29,2002.0,10,138,0.15,0.04,0.0,0.01
7331,7465,5534,17,2011.0,0,487,0.11,0.07,0.0,0.03
7332,7466,11065,21,1995.0,2,17,0.0,0.0,0.21,0.0
7333,7467,618,4,2008.0,3,21,0.19,0.0,0.0,0.02
7334,7468,10048,19,2005.0,10,138,0.19,0.0,0.0,0.02
7335,7469,11120,15,1998.0,1,455,0.0,0.0,0.19,0.01
7336,7470,6419,16,2002.0,10,445,0.1,0.08,0.0,0.03
7337,7471,3970,4,2006.0,3,347,0.0,0.0,0.21,0.0
7338,7473,7422,17,2010.0,10,275,0.0,0.0,0.21,0.0
7339,7474,9867,26,2008.0,3,487,0.19,0.0,0.0,0.01
7340,7475,3135,6,2001.0,2,524,0.09,0.03,0.08,0.0
7341,7476,8010,26,2011.0,7,301,0.14,0.0,0.06,0.01
7342,7477,9614,4,2012.0,0,21,0.15,0.04,0.0,0.01
7343,7478,6330,19,2009.0,10,138,0.19,0.0,0.0,0.02
7344,7479,3401,16,2002.0,10,564,0.04,0.03,0.12,0.01
7345,7480,1899,26,2009.0,9,524,0.13,0.06,0.0,0.02
7346,7481,765,7,2002.0,0,53,0.16,0.04,0.0,0.01
7347,7482,6887,29,2004.0,10,198,0.15,0.04,0.0,0.01
7348,7483,5144,2,2012.0,0,359,0.0,0.0,0.21,0.0
7349,7484,321,17,2012.0,0,445,0.1,0.03,0.06,0.02
7350,7485,1147,28,2009.0,1,524,0.1,0.08,0.0,0.02
7351,7486,1982,13,2013.0,8,515,0.14,0.04,0.0,0.02
7352,7487,4370,19,2011.0,10,445,0.0,0.0,0.21,0.0
7353,7488,5035,2,2015.0,0,547,0.05,0.1,0.04,0.01
7354,7489,1072,15,2000.0,1,241,0.11,0.08,0.0,0.01
7355,7490,6574,4,2006.0,6,138,0.17,0.02,0.0,0.02
7356,7491,2395,7,2005.0,2,53,0.16,0.04,0.0,0.01
7357,7492,4987,17,2010.0,0,455,0.06,0.1,0.01,0.04
7358,7493,4522,17,2012.0,0,275,0.0,0.0,0.21,0.0
7359,7494,11072,29,2003.0,4,21,0.15,0.04,0.0,0.01
7360,7495,7343,6,2002.0,0,487,0.15,0.05,0.0,0.0
7361,7496,10009,18,2014.0,1,501,0.1,0.07,0.0,0.03
7362,7497,10036,19,2006.0,11,53,0.18,0.0,0.0,0.02
7363,7498,692,26,2010.0,11,524,0.15,0.04,0.0,0.02
7364,7499,533,18,2016.0,0,499,0.02,0.06,0.11,0.02
7365,7500,9764,12,1995.0,2,437,0.0,0.0,0.2,0.0
7366,7501,2144,4,2009.0,9,6,0.19,0.0,0.0,0.01
7367,7502,5549,6,2002.0,3,17,0.15,0.05,0.0,0.0
7368,7503,1176,26,2010.0,10,21,0.19,0.0,0.0,0.01
7369,7504,2730,17,2007.0,7,524,0.17,0.01,0.0,0.02
7370,7505,767,6,2004.0,0,53,0.15,0.05,0.0,0.0
7371,7506,10674,26,2011.0,2,487,0.11,0.07,0.0,0.02
7372,7507,10304,5,2000.0,11,359,0.0,0.0,0.2,0.0
7373,7508,10949,19,2008.0,3,101,0.19,0.0,0.0,0.02
7374,7509,11150,28,2011.0,3,487,0.19,0.0,0.0,0.01
7375,7510,1416,4,2009.0,1,88,0.07,0.11,0.0,0.02
7376,7511,6287,30,2014.0,10,138,0.17,0.02,0.0,0.02
7377,7512,1235,16,2004.0,2,85,0.1,0.08,0.0,0.03
7378,7513,3273,2,2011.0,0,275,0.16,0.03,0.0,0.01
7379,7514,8058,23,1995.0,11,347,0.0,0.0,0.2,0.0
7380,7515,573,16,2005.0,10,53,0.1,0.08,0.0,0.03
7381,7516,6226,29,2001.0,6,241,0.15,0.04,0.0,0.01
7382,7517,7186,26,2009.0,0,445,0.17,0.02,0.0,0.02
7383,7518,8648,4,2009.0,5,281,0.0,0.0,0.2,0.0
7384,7519,1876,28,2010.0,9,265,0.11,0.08,0.0,0.02
7385,7520,6148,26,2009.0,10,70,0.14,0.04,0.0,0.02
7386,7521,8289,16,2007.0,0,85,0.0,0.0,0.2,0.0
7387,7522,1136,16,2008.0,3,455,0.0,0.02,0.0,0.19
7388,7523,10417,13,2011.0,7,528,0.09,0.09,0.0,0.03
7389,7524,9121,16,2005.0,11,275,0.06,0.05,0.07,0.02
7390,7525,6349,29,2005.0,10,138,0.15,0.04,0.0,0.01
7391,7526,5428,17,2011.0,10,493,0.15,0.03,0.0,0.02
7392,7527,5901,17,2006.0,9,347,0.06,0.0,0.14,0.01
7393,7528,7096,3,2000.0,7,445,0.0,0.0,0.2,0.0
7394,7529,1664,29,2002.0,6,445,0.14,0.04,0.02,0.01
7395,7530,1865,28,2008.0,7,524,0.16,0.02,0.01,0.02
7396,7531,4631,26,2011.0,3,524,0.0,0.17,0.0,0.03
7397,7532,5809,29,2006.0,6,493,0.15,0.04,0.0,0.01
7398,7533,4310,16,2000.0,10,275,0.0,0.0,0.2,0.0
7399,7534,10746,13,2011.0,8,487,0.09,0.09,0.0,0.03
7400,7535,1228,6,2005.0,3,564,0.15,0.05,0.0,0.0
7401,7536,9628,16,2005.0,3,101,0.1,0.08,0.0,0.03
7402,7537,2517,23,1994.0,6,62,0.0,0.0,0.2,0.0
7403,7538,8439,19,2012.0,7,445,0.0,0.0,0.2,0.0
7404,7539,2921,17,2013.0,7,362,0.05,0.05,0.09,0.02
7405,7540,525,17,2014.0,7,499,0.06,0.05,0.08,0.02
7406,7541,9986,26,2009.0,3,330,0.0,0.19,0.0,0.01
7407,7542,6909,16,2008.0,10,101,0.1,0.08,0.0,0.03
7408,7543,9776,16,2006.0,2,232,0.1,0.08,0.0,0.03
7409,7544,4504,16,2003.0,10,275,0.0,0.0,0.2,0.0
7410,7545,403,17,2011.0,2,381,0.04,0.05,0.1,0.02
7411,7546,9525,2,2012.0,2,359,0.06,0.08,0.05,0.01
7412,7547,1947,4,2008.0,3,330,0.0,0.2,0.0,0.0
7413,7548,4548,28,2011.0,3,6,0.17,0.02,0.0,0.01
7414,7549,5280,19,2010.0,10,455,0.19,0.0,0.0,0.02
7415,7550,9015,30,2015.0,11,323,0.14,0.05,0.0,0.02
7416,7551,473,28,2009.0,10,91,0.0,0.19,0.0,0.01
7417,7552,8202,16,2004.0,6,400,0.1,0.08,0.0,0.03
7418,7553,1007,7,2005.0,3,487,0.16,0.04,0.0,0.01
7419,7554,5058,21,1996.0,11,342,0.0,0.0,0.2,0.0
7420,7555,8164,12,1994.0,2,437,0.0,0.0,0.2,0.0
7421,7556,5301,29,2002.0,10,325,0.15,0.04,0.0,0.01
7422,7557,2417,26,2009.0,0,347,0.13,0.03,0.03,0.02
7423,7558,8824,26,2009.0,7,126,0.16,0.02,0.0,0.02
7424,7559,2667,17,2011.0,8,109,0.06,0.04,0.08,0.02
7425,7560,7181,16,2004.0,4,21,0.1,0.08,0.0,0.03
7426,7561,5545,4,2009.0,7,21,0.16,0.03,0.0,0.02
7427,7562,3286,7,2003.0,2,347,0.0,0.0,0.2,0.01
7428,7563,486,13,2015.0,0,524,0.1,0.08,0.0,0.02
7429,7564,7909,6,2003.0,10,487,0.14,0.05,0.0,0.0
7430,7565,5073,16,2001.0,6,241,0.09,0.07,0.02,0.02
7431,7566,11076,13,2016.0,11,493,0.09,0.1,0.0,0.02
7432,7567,4306,17,2010.0,10,91,0.0,0.15,0.0,0.05
7433,7568,2640,16,2004.0,10,445,0.1,0.08,0.0,0.03
7434,7569,6595,26,2009.0,3,487,0.17,0.02,0.0,0.01
7435,7570,273,16,2000.0,2,465,0.0,0.0,0.2,0.0
7436,7571,10793,17,2011.0,0,362,0.0,0.03,0.16,0.01
7437,7572,1471,17,2007.0,8,91,0.17,0.01,0.0,0.02
7438,7573,3924,6,2003.0,9,524,0.14,0.05,0.0,0.0
7439,7574,1242,17,2011.0,0,445,0.1,0.07,0.0,0.03
7440,7575,5282,20,2012.0,10,455,0.18,0.0,0.0,0.02
7441,7576,9681,7,2004.0,4,487,0.16,0.04,0.0,0.01
7442,7577,6410,18,2016.0,10,138,0.13,0.04,0.0,0.04
7443,7578,5896,21,1996.0,8,347,0.0,0.0,0.2,0.0
7444,7579,1225,4,2011.0,9,6,0.13,0.06,0.0,0.02
7445,7580,4994,19,2012.0,0,445,0.0,0.0,0.2,0.0
7446,7581,6252,29,2002.0,10,445,0.15,0.04,0.0,0.01
7447,7582,11072,6,2003.0,4,21,0.14,0.05,0.0,0.0
7448,7583,82,19,2011.0,7,445,0.0,0.0,0.2,0.0
7449,7584,1269,29,2006.0,6,487,0.15,0.04,0.0,0.01
7450,7585,9417,16,2003.0,3,347,0.0,0.0,0.2,0.0
7451,7586,4225,4,2009.0,9,524,0.19,0.0,0.0,0.01
7452,7587,8894,7,2002.0,6,325,0.16,0.04,0.0,0.01
7453,7588,10768,19,2008.0,0,499,0.02,0.0,0.18,0.0
7454,7589,1934,16,2005.0,8,138,0.1,0.08,0.0,0.03
7455,7590,9177,6,2001.0,10,524,0.14,0.05,0.0,0.0
7456,7591,6782,15,1996.0,7,43,0.06,0.04,0.09,0.01
7457,7592,7820,28,2005.0,6,347,0.1,0.02,0.07,0.01
7458,7593,331,18,2013.0,11,21,0.1,0.08,0.0,0.03
7459,7594,6639,4,2009.0,3,493,0.19,0.0,0.0,0.01
7460,7595,7360,4,2009.0,3,524,0.19,0.0,0.0,0.01
7461,7596,10340,4,2009.0,9,50,0.19,0.0,0.0,0.01
7462,7597,3299,28,2010.0,8,464,0.1,0.07,0.02,0.02
7463,7598,927,28,2010.0,3,347,0.1,0.08,0.0,0.02
7464,7599,5273,15,1997.0,8,246,0.11,0.08,0.0,0.01
7465,7600,5982,28,2007.0,6,21,0.18,0.0,0.0,0.02
7466,7601,185,17,2009.0,0,53,0.12,0.05,0.0,0.03
7467,7602,7896,16,2009.0,3,292,0.1,0.08,0.0,0.03
7468,7603,11276,28,2012.0,9,275,0.14,0.04,0.01,0.02
7469,7604,10419,7,2004.0,4,138,0.15,0.04,0.0,0.01
7470,7605,8827,15,1998.0,6,455,0.11,0.08,0.0,0.01
7471,7606,9803,19,2011.0,7,156,0.0,0.0,0.2,0.0
7472,7607,6714,17,2010.0,0,275,0.1,0.04,0.04,0.02
7473,7608,5412,4,2010.0,5,57,0.07,0.11,0.0,0.02
7474,7609,8118,30,2015.0,0,120,0.1,0.09,0.0,0.02
7475,7610,4295,27,2013.0,2,547,0.1,0.08,0.0,0.02
7476,7611,5315,29,2003.0,10,138,0.15,0.04,0.0,0.01
7477,7612,1151,4,2010.0,1,524,0.13,0.06,0.0,0.02
7478,7613,8968,13,2004.0,8,288,0.06,0.12,0.0,0.02
7479,7614,6324,16,2003.0,10,455,0.1,0.08,0.0,0.03
7480,7615,9647,29,2005.0,0,126,0.15,0.04,0.0,0.01
7481,7616,10067,10,2000.0,4,524,0.16,0.04,0.0,0.0
7482,7618,7870,10,1999.0,6,508,0.06,0.13,0.0,0.01
7483,7619,5388,10,1997.0,5,21,0.13,0.02,0.05,0.0
7484,7620,10407,10,1998.0,10,269,0.16,0.04,0.0,0.0
7485,7621,2226,10,2000.0,4,21,0.16,0.04,0.0,0.0
7486,7622,8789,10,2000.0,6,17,0.16,0.04,0.0,0.0
7487,7623,926,10,1998.0,8,203,0.16,0.04,0.0,0.0
7488,7624,8181,10,2000.0,6,325,0.16,0.04,0.0,0.0
7489,7625,9246,10,1999.0,11,63,0.0,0.0,0.2,0.0
7490,7626,8688,10,1996.0,10,55,0.16,0.04,0.0,0.0
7491,7627,6239,19,2006.0,10,455,0.18,0.0,0.0,0.02
7492,7628,4193,29,2003.0,6,66,0.15,0.04,0.0,0.01
7493,7629,8448,19,2010.0,7,445,0.0,0.0,0.2,0.0
7494,7630,5390,4,2011.0,9,21,0.14,0.04,0.0,0.02
7495,7631,1498,2,2012.0,0,26,0.16,0.0,0.03,0.01
7496,7632,10196,4,2008.0,0,137,0.16,0.03,0.0,0.02
7497,7633,9651,19,2005.0,2,455,0.18,0.0,0.0,0.02
7498,7634,10217,18,2015.0,10,21,0.09,0.08,0.0,0.03
7499,7635,4560,16,2002.0,3,441,0.0,0.0,0.2,0.0
7500,7636,6472,6,2005.0,3,347,0.14,0.05,0.0,0.0
7501,7637,3212,16,2008.0,6,556,0.1,0.08,0.0,0.03
7502,7638,10003,17,2013.0,7,362,0.06,0.02,0.1,0.01
7503,7639,6726,15,1999.0,11,499,0.0,0.0,0.19,0.01
7504,7640,4132,26,2010.0,6,487,0.15,0.04,0.0,0.01
7505,7641,8215,26,2010.0,3,347,0.0,0.17,0.0,0.03
7506,7642,10431,17,2011.0,10,487,0.08,0.09,0.0,0.04
7507,7643,10260,13,2012.0,11,445,0.07,0.1,0.0,0.03
7508,7644,9620,16,2009.0,10,493,0.1,0.08,0.0,0.03
7509,7645,5564,29,2002.0,10,21,0.15,0.04,0.0,0.01
7510,7646,10338,23,1996.0,7,465,0.0,0.0,0.2,0.0
7511,7647,10510,17,2006.0,7,138,0.14,0.02,0.02,0.02
7512,7648,3284,29,2005.0,0,138,0.15,0.04,0.0,0.01
7513,7649,10869,21,1994.0,8,445,0.0,0.0,0.2,0.0
7514,7651,7425,17,2013.0,10,275,0.0,0.0,0.2,0.0
7515,7652,10811,26,2009.0,0,122,0.14,0.04,0.0,0.02
7516,7653,806,18,2016.0,8,493,0.05,0.11,0.01,0.03
7517,7654,1841,17,2010.0,9,275,0.12,0.05,0.0,0.02
7518,7655,1160,16,2007.0,10,23,0.1,0.08,0.0,0.03
7519,7656,3658,3,2000.0,7,524,0.0,0.0,0.2,0.0
7520,7657,6470,15,1996.0,3,455,0.02,0.01,0.16,0.01
7521,7658,9644,4,2008.0,3,126,0.18,0.0,0.0,0.01
7522,7659,10431,26,2011.0,10,487,0.12,0.06,0.0,0.02
7523,7660,4144,28,2014.0,1,286,0.05,0.13,0.0,0.02
7524,7661,8362,29,2004.0,0,21,0.15,0.04,0.0,0.01
7525,7662,6393,7,2004.0,10,138,0.15,0.04,0.0,0.01
7526,7663,7425,19,2013.0,10,275,0.0,0.0,0.2,0.0
7527,7664,9510,16,2005.0,0,275,0.1,0.08,0.0,0.03
7528,7665,6167,4,2008.0,3,524,0.0,0.2,0.0,0.0
7529,7666,8705,28,2007.0,8,21,0.18,0.01,0.0,0.01
7530,7667,7817,20,2011.0,6,347,0.04,0.08,0.05,0.03
7531,7668,880,4,2008.0,7,445,0.1,0.02,0.07,0.01
7532,7669,3529,16,2003.0,11,21,0.1,0.08,0.0,0.03
7533,7670,2960,26,2011.0,3,524,0.19,0.0,0.0,0.01
7534,7671,1895,29,2001.0,10,17,0.15,0.04,0.0,0.01
7535,7672,8882,4,2009.0,9,138,0.18,0.0,0.0,0.01
7536,7673,7424,19,2012.0,10,275,0.0,0.0,0.2,0.0
7537,7674,7513,2,2016.0,0,206,0.0,0.0,0.2,0.0
7538,7675,8865,7,2002.0,4,487,0.15,0.04,0.0,0.01
7539,7676,7715,28,2008.0,7,98,0.18,0.0,0.01,0.01
7540,7677,584,28,2008.0,6,487,0.12,0.06,0.0,0.02
7541,7678,8521,19,2007.0,11,493,0.16,0.01,0.0,0.02
7542,7679,9414,16,2004.0,3,347,0.0,0.0,0.2,0.0
7543,7680,9398,16,2004.0,3,347,0.1,0.08,0.0,0.03
7544,7681,4022,28,2008.0,3,126,0.18,0.0,0.0,0.01
7545,7682,3886,19,2005.0,0,138,0.17,0.01,0.0,0.02
7546,7683,1114,15,1995.0,5,17,0.11,0.07,0.0,0.01
7547,7684,8791,13,2014.0,7,524,0.07,0.1,0.0,0.02
7548,7685,10179,19,2006.0,8,524,0.17,0.01,0.0,0.02
7549,7686,9595,29,2003.0,5,487,0.15,0.04,0.0,0.01
7550,7687,429,17,2006.0,9,6,0.09,0.0,0.09,0.01
7551,7688,8643,30,2014.0,0,464,0.1,0.09,0.0,0.02
7552,7689,3215,16,2004.0,0,53,0.1,0.08,0.0,0.03
7553,7690,9161,23,1991.0,10,105,0.0,0.0,0.2,0.0
7554,7691,621,26,2008.0,10,21,0.18,0.0,0.0,0.01
7555,7692,7782,27,2013.0,0,85,0.07,0.08,0.03,0.01
7556,7693,3542,26,2009.0,9,296,0.18,0.0,0.0,0.01
7557,7694,5192,16,2002.0,6,241,0.1,0.08,0.0,0.03
7558,7695,7515,19,2006.0,5,101,0.18,0.0,0.0,0.01
7559,7696,6235,26,2011.0,6,21,0.18,0.0,0.0,0.01
7560,7697,567,6,2003.0,10,53,0.14,0.05,0.0,0.0
7561,7698,7199,16,2005.0,9,524,0.1,0.08,0.0,0.03
7562,7699,4519,19,2010.0,10,275,0.0,0.0,0.2,0.0
7563,7700,8475,26,2008.0,7,445,0.08,0.0,0.11,0.01
7564,7701,6853,19,2011.0,7,455,0.0,0.0,0.2,0.0
7565,7702,8357,15,2002.0,0,347,0.0,0.0,0.18,0.01
7566,7703,10049,19,2005.0,10,138,0.18,0.0,0.0,0.01
7567,7704,1559,28,2007.0,0,487,0.16,0.02,0.0,0.02
7568,7705,7636,6,2007.0,0,487,0.14,0.05,0.0,0.0
7569,7706,9680,6,2002.0,4,487,0.14,0.05,0.0,0.0
7570,7707,10768,28,2007.0,0,499,0.17,0.01,0.0,0.02
7571,7708,5272,7,2004.0,3,293,0.15,0.04,0.0,0.01
7572,7709,9979,29,2002.0,1,543,0.15,0.04,0.0,0.01
7573,7710,10184,15,2000.0,0,524,0.11,0.07,0.0,0.01
7574,7711,7342,6,2001.0,0,487,0.14,0.05,0.0,0.0
7575,7712,23,4,2008.0,5,366,0.05,0.13,0.0,0.02
7576,7713,11062,4,2009.0,0,21,0.15,0.03,0.0,0.02
7577,7714,4520,19,2011.0,10,275,0.0,0.0,0.2,0.0
7578,7715,1759,4,2006.0,3,448,0.0,0.0,0.2,0.0
7579,7716,597,29,2002.0,7,540,0.15,0.04,0.0,0.01
7580,7717,2965,19,2006.0,0,493,0.18,0.0,0.0,0.02
7581,7718,7381,7,2004.0,0,524,0.15,0.04,0.0,0.01
7582,7719,10435,29,2002.0,2,101,0.14,0.05,0.0,0.01
7583,7720,213,2,2012.0,7,347,0.0,0.0,0.2,0.0
7584,7721,5534,26,2011.0,0,487,0.15,0.03,0.0,0.01
7585,7723,5655,2,2016.0,4,85,0.13,0.0,0.05,0.02
7586,7724,7358,16,2005.0,0,543,0.1,0.07,0.0,0.03
7587,7725,770,26,2009.0,0,275,0.15,0.0,0.03,0.01
7588,7726,10916,2,2012.0,0,21,0.18,0.0,0.0,0.01
7589,7727,792,16,2005.0,6,556,0.1,0.07,0.0,0.03
7590,7728,8515,13,2009.0,1,317,0.0,0.17,0.0,0.03
7591,7729,9867,4,2008.0,3,487,0.18,0.0,0.0,0.01
7592,7730,1992,20,2013.0,7,362,0.06,0.03,0.08,0.02
7593,7731,11273,18,2015.0,8,423,0.04,0.12,0.0,0.03
7594,7732,6435,16,2001.0,10,455,0.1,0.07,0.0,0.02
7595,7733,5453,16,2008.0,7,207,0.07,0.05,0.05,0.02
7596,7734,9709,16,2003.0,0,436,0.1,0.07,0.0,0.02
7597,7735,2074,6,2002.0,3,60,0.14,0.05,0.0,0.0
7598,7736,6750,4,2008.0,7,499,0.16,0.0,0.02,0.01
7599,7737,2081,17,2012.0,6,91,0.02,0.13,0.0,0.04
7600,7738,4336,4,2008.0,9,122,0.18,0.0,0.0,0.01
7601,7739,397,26,2008.0,8,565,0.18,0.0,0.0,0.01
7602,7740,9899,17,2008.0,7,91,0.05,0.12,0.0,0.03
7603,7741,791,29,2002.0,6,142,0.15,0.04,0.0,0.01
7604,7742,2631,16,2005.0,3,455,0.1,0.07,0.0,0.02
7605,7743,9724,6,2003.0,4,543,0.14,0.05,0.0,0.0
7606,7744,9782,16,2006.0,2,232,0.07,0.06,0.04,0.02
7607,7745,6681,27,2012.0,0,359,0.15,0.03,0.0,0.02
